customer_id,registration_date,age,gender,city,loyalty_member,total_spend,purchase_count,avg_basket_value,days_since_last_purchase,product_categories_bought,online_ratio,satisfaction_score,customer_service_contacts,newsletter_subscriber,monthly_income_bracket,district_type,store_distance_km,referral_source,account_age_days,is_lapsed
MP01141,24-sie-2024,30,K,Gdańsk,Nie,"PLN 1,310.24",5,235.34,14,2,0.313,3.4,4,Nie dotyczy,,urban,3.9,social_media,144,0
MP01142,15-sty-2023,44,K,Poznań,Nie,PLN 463.28,5,108.67,153,1,,,4,Nie,,suburban,6.5,friend,731,0
MP01143,17-paź-2024,32,K,Katowice,Nie,PLN 271.46,2,139.05,174,1,,2.3,4,Nie,A,suburban,6.9,social_media,90,0
MP01144,15-lip-2024,35,M,Łódź,Tak,"PLN 1,224.88",4,270.96,25,1,0.453,3.0,3,Tak,E,urban,0.6,online_ad,184,0
MP01145,07-sty-2023,41,M,Wrocław,Nie,"PLN 12,600.84",19,572.68,3,6,0.456,5.0,3,Tak,E,urban,1.9,social_media,739,0
MP01146,20-cze-2023,58,K,Katowice,Nie,PLN 70.00,2,35.0,132,1,0.108,,6,Nie,,urban,6.6,walk_in,575,1
MP01147,12-sie-2023,64,K,Warszawa,Tak,PLN 790.28,5,145.23,58,1,0.109,2.2,3,Nie,,urban,2.4,online_ad,522,0
MP01148,24-kwi-2024,47,M,Gdańsk,Nie,"PLN 2,102.59",6,329.97,20,3,0.387,4.1,2,Nie,A,urban,4.1,friend,266,0
MP01149,29-sty-2024,37,K,Wrocław,Nie,PLN 857.45,5,178.51,26,3,0.429,3.6,5,Tak,B,suburban,22.6,social_media,352,0
MP01150,24-lip-2024,72,M,Gdynia,Tak,PLN 469.27,2,226.18,43,1,0.18,2.1,4,Tak,B,rural,16.6,friend,175,0
MP01151,18-lut-2023,37,K,Bydgoszcz,Nie,"PLN 1,047.90",4,281.37,28,3,,3.1,6,Tak,C,urban,2.5,friend,697,0
MP01152,14-lip-2023,35,M,Warszawa,Nie,"PLN 1,603.26",6,305.37,81,2,0.314,3.0,3,Nie,B,urban,10.0,friend,551,0
MP01153,25-kwi-2023,21,K,Białystok,Tak,PLN 145.65,4,35.0,440,1,0.156,1.6,6,Tak,B,urban,6.2,walk_in,631,0
MP01154,24-wrz-2024,59,M,Bydgoszcz,Tak,"PLN 1,144.08",4,273.69,35,2,0.122,2.7,3,Nie,E,urban,6.8,online_ad,113,0
MP01155,10-gru-2022,54,K,Gdańsk,Tak,"PLN 4,016.48",7,633.9,1,5,0.503,4.5,3,Nie,E,suburban,17.9,walk_in,767,0
MP01156,11-paź-2023,71,K,Kraków,Nie,PLN 35.00,1,35.0,540,1,0.047,1.9,4,Tak,A,urban,9.7,social_media,462,1
MP01157,24-maj-2022,25,M,Warszawa,Nie,PLN 175.00,5,35.0,417,1,0.248,2.7,6,Tak,C,rural,22.2,online_ad,967,1
MP01158,22-lip-2024,59,K,Gdańsk,Tak,PLN 183.70,2,95.37,229,1,0.173,2.5,4,Nie,A,rural,18.4,friend,177,0
MP01159,06-mar-2023,,K,Wrocław,Nie,PLN 715.55,4,185.36,42,1,0.265,3.4,4,Tak,B,urban,8.3,online_ad,681,0
MP01160,18-sty-2023,52,K,Katowice,Nie,"PLN 5,698.34",10,537.95,2,5,0.5,5.0,1,Nie,,rural,15.2,walk_in,728,0
MP01161,07-paź-2023,22,M,Kraków,Nie,PLN 140.00,4,35.0,540,1,0.248,1.3,5,Nie dotyczy,A,suburban,19.0,walk_in,466,1
MP01162,08-lip-2023,60,K,Szczecin,Nie,PLN 70.00,2,35.0,417,1,0.016,2.4,5,Tak,E,rural,15.1,friend,557,0
MP01163,19-lip-2024,51,K,Kraków,Nie,"PLN 2,321.58",6,340.23,29,3,,3.4,3,Tak,,urban,3.8,social_media,180,0
MP01164,12-sie-2023,42,K,Szczecin,Tak,PLN 834.65,6,133.81,59,1,0.062,,3,Nie,C,rural,47.5,walk_in,522,0
MP01165,27-lip-2023,50,M,Warszawa,Nie,"PLN 1,396.66",4,325.81,7,2,0.239,3.7,4,Nie,A,urban,5.7,online_ad,538,0
MP01166,08-maj-2022,33,K,Wrocław,Tak,"PLN 2,180.31",5,415.83,26,4,,4.0,3,Nie dotyczy,D,urban,5.8,online_ad,983,0
MP01167,07-lut-2022,35,M,Warszawa,Nie,"PLN 2,303.19",6,356.99,40,2,0.251,2.8,4,Tak,C,rural,22.9,social_media,1073,0
MP01168,21-mar-2023,36,M,Gdańsk,Nie,PLN 144.89,4,35.0,243,1,0.086,2.1,5,Nie dotyczy,A,urban,3.3,friend,666,1
MP01169,29-gru-2024,20,M,Łódź,Nie,PLN 72.60,2,35.0,540,1,0.024,2.0,5,Nie,B,urban,7.2,online_ad,17,1
MP01170,02-paź-2024,52,M,Lublin,Tak,"PLN 1,431.76",6,236.22,30,3,0.378,3.4,4,Tak,E,urban,0.7,online_ad,105,0
MP01171,25-lis-2023,56,M,Warszawa,Tak,PLN 527.19,2,273.19,31,3,0.176,3.2,4,Nie,D,urban,6.2,walk_in,417,0
MP01172,27-lis-2023,34,M,Poznań,Nie,PLN 192.30,2,89.78,150,1,0.137,1.7,6,Nie,A,urban,5.4,friend,415,1
MP01173,14-mar-2023,46,K,Gdańsk,Tak,"PLN 1,009.43",2,515.63,3,4,0.262,4.9,3,Tak,D,urban,3.8,social_media,673,0
MP01174,25-lip-2022,39,M,Warszawa,Nie,"PLN 4,780.10",11,430.5,10,4,0.41,2.4,3,Tak,C,suburban,13.4,online_ad,905,0
MP01175,24-sty-2022,46,M,Warszawa,Tak,"PLN 3,340.00",9,360.44,59,2,0.383,3.4,3,Tak,D,rural,54.9,,1087,0
MP01176,16-sty-2023,34,K,Łódź,Nie,PLN 768.36,4,185.35,329,1,0.31,3.1,4,Nie,A,urban,4.1,walk_in,730,0
MP01177,23-gru-2022,31,K,Gdańsk,Tak,"PLN 1,863.10",4,506.91,9,4,0.45,4.0,2,Tak,E,rural,19.0,friend,754,0
MP01178,10-sie-2022,55,K,Gdynia,Tak,"PLN 6,197.56",11,554.49,3,7,0.209,4.8,1,Tak,B,suburban,29.1,social_media,889,0
MP01179,22-paź-2022,41,K,Warszawa,Tak,"PLN 5,984.43",15,434.44,2,5,0.421,4.7,1,Tak,D,suburban,8.3,online_ad,816,0
MP01180,10-lut-2022,66,K,Bydgoszcz,Tak,"PLN 2,050.62",7,288.82,29,2,,3.1,3,Nie,E,suburban,24.9,walk_in,1070,0
MP01181,03-lis-2023,43,K,Bydgoszcz,Tak,"PLN 2,974.99",10,280.03,32,2,,3.1,4,Nie dotyczy,E,rural,15.7,walk_in,439,0
MP01182,13-paź-2024,31,K,Szczecin,Tak,"PLN 1,784.07",4,389.88,30,2,0.358,2.9,3,Tak,A,urban,4.0,walk_in,94,0
MP01183,31-sty-2024,57,K,Poznań,Nie,PLN 183.09,5,35.0,540,1,,2.1,5,Nie dotyczy,A,suburban,17.9,walk_in,350,0
MP01184,14-maj-2023,50,M,Gdynia,Nie,PLN 299.57,2,140.1,56,3,0.14,3.2,4,Nie,C,rural,16.5,walk_in,612,0
MP01185,14-kwi-2023,51,K,Poznań,Tak,"PLN 3,597.67",7,562.94,10,6,0.299,3.7,3,Nie dotyczy,E,suburban,23.4,walk_in,642,0
MP01186,13-gru-2022,56,K,Białystok,Nie,PLN 892.14,4,213.83,38,1,0.258,3.2,2,Nie,B,urban,3.0,online_ad,764,0
MP01187,17-cze-2022,34,K,Kraków,Nie,PLN 709.94,5,155.9,82,1,0.371,2.4,3,Nie,B,suburban,18.5,,943,0
MP01188,23-paź-2023,40,K,Białystok,Nie,PLN 292.55,2,133.44,113,1,0.324,1.9,3,Nie,B,suburban,24.8,walk_in,450,1
MP01189,19-wrz-2023,40,M,Gdynia,Nie,PLN 932.34,6,169.88,40,1,0.062,2.8,3,Nie,C,urban,6.1,social_media,484,1
MP01190,22-sty-2022,27,M,Katowice,Nie,PLN 447.75,4,121.43,540,1,0.213,,4,Nie dotyczy,B,suburban,16.4,walk_in,1089,1
MP01191,09-kwi-2023,39,K,Łódź,Nie,PLN 553.77,4,130.56,123,1,,1.4,3,Nie dotyczy,B,rural,31.8,walk_in,647,1
MP01192,11-lis-2022,58,K,Katowice,Nie,"PLN 5,088.89",9,498.45,9,5,0.422,4.2,2,Nie,E,suburban,6.1,online_ad,796,0
MP01193,18-lip-2022,45,K,Warszawa,Nie,PLN 535.50,2,246.86,93,1,0.248,3.1,4,Nie,B,urban,9.2,online_ad,912,1
MP01194,13-lut-2024,26,K,Szczecin,Nie,PLN 70.00,2,35.0,540,1,0.169,1.8,5,Nie,D,suburban,19.8,social_media,337,1
MP01195,06-sie-2023,23,K,Łódź,Nie,PLN 344.21,2,186.9,125,1,0.0,3.1,3,Nie,,suburban,20.8,walk_in,528,0
MP01196,01-gru-2023,62,K,Szczecin,Nie,PLN 425.83,4,110.23,71,1,0.307,2.8,4,Nie,A,urban,4.7,online_ad,411,0
MP01197,25-lut-2024,41,M,Wrocław,Nie,PLN 987.35,6,162.92,68,1,0.309,2.5,3,Nie,B,suburban,14.3,social_media,325,0
MP01198,11-gru-2024,34,K,Warszawa,Tak,"PLN 1,582.19",5,318.41,63,4,0.272,3.2,2,Tak,A,urban,0.9,friend,35,0
MP01199,31-maj-2024,,M,Kraków,Nie,PLN 74.11,2,40.38,540,1,0.058,1.0,5,Nie dotyczy,,rural,23.4,friend,229,0
MP01200,16-lis-2023,24,K,Warszawa,Nie,"PLN 1,553.59",5,281.73,101,3,0.346,3.1,3,Tak,B,suburban,15.6,walk_in,426,0
MP01201,22-sie-2024,59,M,Wrocław,Tak,PLN 695.12,4,157.32,178,1,0.165,2.7,4,Tak,,rural,27.1,online_ad,146,1
MP01202,15-cze-2023,37,K,Katowice,Tak,"PLN 1,242.45",4,269.91,41,3,0.183,3.4,4,Tak,E,suburban,6.1,social_media,580,0
MP01203,14-gru-2024,58,M,Bydgoszcz,Nie,"PLN 1,477.09",4,425.84,9,4,0.178,3.3,3,Tak,C,urban,5.7,,32,0
MP01204,17-kwi-2024,43,M,Lublin,Tak,PLN 102.15,2,54.61,165,1,0.219,2.3,4,Nie,A,suburban,16.6,social_media,273,1
MP01205,19-gru-2023,59,K,Białystok,Nie,"PLN 2,720.52",7,381.0,60,3,0.154,3.6,7,Tak,E,urban,4.5,online_ad,393,0
MP01206,17-wrz-2024,45,K,Łódź,Tak,"PLN 2,436.89",5,487.19,9,4,0.167,4.1,3,Tak,D,suburban,24.6,online_ad,120,0
MP01207,25-lip-2023,52,M,Poznań,Tak,"PLN 1,778.07",6,307.4,82,2,0.148,3.4,3,Tak,E,urban,6.2,online_ad,540,0
MP01208,04-mar-2024,51,K,Poznań,Nie,PLN 293.13,2,157.34,78,1,0.15,2.7,4,Tak,D,suburban,5.0,walk_in,317,0
MP01209,18-lis-2022,49,M,Warszawa,Nie,PLN 646.78,4,175.72,78,1,0.039,3.4,3,Nie dotyczy,D,suburban,24.0,walk_in,789,0
MP01210,21-lis-2024,46,M,Gdańsk,Nie,PLN 80.60,1,69.36,213,1,0.298,1.7,4,Nie,,urban,5.1,social_media,55,1
MP01211,19-lis-2023,39,M,Bydgoszcz,Tak,"PLN 1,590.86",4,448.97,90,2,0.454,3.3,3,Tak,E,urban,5.4,friend,423,0
MP01212,09-maj-2024,65,K,Gdańsk,Tak,"PLN 1,625.97",5,371.48,15,2,0.319,3.1,3,Nie,,urban,9.0,friend,251,0
MP01213,28-maj-2023,31,K,Lublin,Tak,"PLN 1,013.22",5,223.93,43,1,0.338,3.1,3,Nie,E,urban,1.5,social_media,598,0
MP01214,09-sie-2024,42,K,Warszawa,Nie,"PLN 1,614.08",4,397.41,7,2,0.182,4.2,3,Nie,,urban,6.2,walk_in,159,0
MP01215,05-kwi-2022,42,K,Lublin,Nie,"PLN 4,139.95",10,423.24,3,3,0.306,,3,Tak,D,rural,29.1,online_ad,1016,0
MP01216,18-maj-2022,47,K,Kraków,Nie,"PLN 4,605.61",13,342.93,23,2,0.434,3.2,5,Nie,B,rural,16.8,online_ad,973,0
MP01217,17-lip-2023,37,K,Katowice,Nie,"PLN 1,401.42",7,212.2,38,2,0.205,2.3,3,Tak,C,rural,36.9,social_media,548,0
MP01218,16-mar-2024,46,K,Kraków,Nie,PLN 140.99,4,35.0,103,1,0.181,2.9,5,Tak,B,urban,3.2,,305,0
MP01219,07-cze-2024,,M,Poznań,Tak,PLN 35.24,1,35.0,540,1,0.061,1.6,5,Nie dotyczy,,urban,0.5,friend,222,1
MP01220,05-maj-2023,23,M,Poznań,Nie,"PLN 2,509.61",6,371.47,44,1,0.318,3.7,4,Nie,E,urban,5.2,online_ad,621,0
MP01221,18-gru-2023,42,M,Kraków,Tak,"PLN 4,785.65",9,465.49,3,3,0.364,4.7,5,Tak,D,suburban,12.8,social_media,394,0
MP01222,04-wrz-2023,29,K,Łódź,Nie,"PLN 1,904.17",5,385.49,64,1,0.265,2.3,4,Tak,,suburban,15.9,walk_in,499,0
MP01223,19-lis-2024,21,M,Kraków,Nie,PLN 538.30,4,125.96,96,1,0.244,2.6,4,Nie,E,suburban,5.3,social_media,57,0
MP01224,23-gru-2023,,M,Gdańsk,Tak,"PLN 1,393.06",5,275.04,73,1,0.235,3.8,3,Tak,C,urban,4.3,friend,389,0
MP01225,10-kwi-2023,48,K,Katowice,Nie,"PLN 1,646.64",5,310.2,40,2,0.261,3.1,3,Tak,E,suburban,16.8,walk_in,646,0
MP01226,28-lis-2024,48,K,Łódź,Nie,"PLN 1,484.64",5,288.06,5,2,0.169,3.8,2,Tak,C,rural,38.3,friend,48,0
MP01227,10-maj-2022,49,M,Poznań,Nie,"PLN 1,799.32",4,424.82,7,3,0.184,2.6,2,Tak,E,urban,7.3,online_ad,981,0
MP01228,14-gru-2024,19,M,Katowice,Nie,PLN 261.61,2,122.45,540,1,0.198,2.1,5,Nie,,rural,64.6,friend,32,1
MP01229,30-cze-2022,26,M,Wrocław,Tak,"PLN 2,457.07",5,475.27,7,7,0.401,4.1,3,Tak,E,suburban,5.7,online_ad,930,0
MP01230,22-lis-2022,66,M,Białystok,Nie,PLN 70.77,2,35.0,502,1,,2.5,4,Nie,A,urban,4.3,online_ad,785,0
MP01231,21-cze-2024,29,K,Wrocław,Nie,PLN 330.53,2,152.54,98,1,0.138,2.3,5,Tak,C,rural,57.8,friend,208,0
MP01232,18-mar-2024,49,K,Wrocław,Nie,PLN 388.77,4,98.25,469,1,0.0,2.5,4,Nie dotyczy,C,rural,46.3,social_media,303,0
MP01233,28-lis-2024,34,M,Warszawa,Nie,PLN 35.00,1,35.0,366,1,0.242,1.8,6,Nie,,suburban,29.6,online_ad,48,1
MP01234,04-kwi-2024,43,M,Warszawa,Nie,PLN 238.67,4,68.14,64,1,0.151,2.4,4,Tak,,urban,7.3,friend,286,0
MP01235,04-gru-2023,34,M,Gdańsk,Nie,"PLN 4,333.25",9,465.63,8,3,0.197,4.5,2,Tak,E,urban,7.4,social_media,408,0
MP01236,24-sty-2023,49,M,Białystok,Nie,"PLN 1,094.10",4,259.17,104,1,0.28,3.1,3,Nie,C,suburban,6.9,friend,722,1
MP01237,20-sty-2022,44,M,Warszawa,Tak,PLN 722.34,6,139.65,93,1,0.168,2.0,4,Nie,D,urban,3.1,friend,1091,0
MP01238,28-maj-2022,37,K,Katowice,Tak,"PLN 1,287.02",6,225.58,94,1,0.244,3.1,4,Tak,C,urban,6.0,social_media,963,1
MP01239,02-gru-2022,29,M,Łódź,Nie,"PLN 2,225.53",5,419.88,33,2,0.355,3.1,4,Tak,B,urban,5.5,online_ad,775,0
MP01240,28-lut-2022,45,K,Wrocław,Nie,PLN 770.84,4,194.95,55,1,0.318,,4,Nie,D,urban,7.7,online_ad,1052,0
MP01241,18-lip-2023,27,M,Katowice,Nie,PLN 35.15,1,35.0,540,1,0.101,1.3,6,Tak,A,suburban,29.8,online_ad,547,0
MP01242,04-maj-2024,47,K,Katowice,Nie,PLN 75.11,2,35.0,540,1,0.0,2.4,6,Tak,B,suburban,10.2,walk_in,256,1
MP01243,21-lis-2024,74,M,Poznań,Tak,PLN 81.34,1,82.05,184,1,0.0,2.8,4,Tak,,urban,4.6,online_ad,55,0
MP01244,28-cze-2023,58,M,Kraków,Nie,"PLN 1,537.66",5,298.36,16,2,0.07,2.9,3,Nie,,suburban,26.7,friend,567,0
MP01245,17-sie-2024,51,K,Warszawa,Nie,PLN 146.05,2,79.94,138,1,0.086,2.2,3,Tak,C,urban,8.5,social_media,151,1
MP01246,15-gru-2024,41,K,Kraków,Nie,PLN 826.90,4,201.07,58,2,0.285,2.9,5,Tak,E,urban,8.3,,31,0
MP01247,01-sie-2024,19,M,Lublin,Nie,PLN 143.88,2,80.57,26,2,0.212,3.2,4,Tak,C,urban,6.4,friend,167,0
MP01248,01-cze-2023,26,M,Łódź,Nie,PLN 278.31,4,77.63,540,1,0.138,2.0,5,Nie,B,urban,9.9,walk_in,594,0
MP01249,01-sty-2023,57,K,Bydgoszcz,Nie,PLN 771.28,5,160.73,34,2,0.116,3.2,3,Nie,A,urban,3.9,online_ad,745,0
MP01250,07-gru-2024,33,K,Kraków,Nie,PLN 73.07,2,35.0,207,1,0.098,2.5,6,Nie,,suburban,7.9,friend,39,1
MP01251,03-paź-2022,34,K,Wrocław,Tak,"PLN 3,890.57",10,387.43,5,4,0.479,4.1,2,Nie,B,urban,1.8,online_ad,835,0
MP01252,04-kwi-2023,40,M,Łódź,Nie,PLN 457.64,4,122.12,77,2,0.18,3.5,4,Nie,C,suburban,15.9,walk_in,652,0
MP01253,05-kwi-2022,29,M,Poznań,Tak,"PLN 1,099.12",6,171.17,86,2,0.378,2.5,3,Nie,C,urban,8.1,friend,1016,0
MP01254,21-maj-2024,27,M,Gdańsk,Nie,PLN 35.89,1,35.0,242,1,0.183,2.7,4,Nie dotyczy,B,suburban,16.3,online_ad,239,1
MP01255,18-gru-2023,41,M,Gdynia,Nie,"PLN 1,850.04",5,341.46,36,3,0.328,3.8,3,Nie dotyczy,D,suburban,20.3,online_ad,394,0
MP01256,16-kwi-2022,31,K,Katowice,Tak,"PLN 3,035.34",7,466.89,12,4,0.4,4.1,2,Tak,E,urban,3.9,online_ad,1005,0
MP01257,11-wrz-2022,33,K,Bydgoszcz,Nie,"PLN 2,087.36",7,267.5,8,3,0.392,,3,Nie,E,suburban,22.9,walk_in,857,0
MP01258,07-wrz-2023,33,M,Warszawa,Nie,"PLN 1,641.44",5,291.41,18,2,0.401,3.4,2,Tak,D,suburban,8.8,online_ad,496,0
MP01259,22-sie-2023,48,K,Katowice,Nie,"PLN 2,375.92",6,369.07,44,2,0.241,,4,Tak,E,urban,5.4,social_media,512,0
MP01260,31-maj-2024,39,K,Katowice,Nie,PLN 164.46,4,39.57,201,2,0.452,2.2,4,Tak,,suburban,9.6,walk_in,229,0
MP01261,29-paź-2022,40,K,Katowice,Tak,PLN 587.94,2,282.74,63,1,0.415,3.0,5,Nie,A,suburban,16.7,walk_in,809,0
MP01262,10-paź-2024,49,M,Wrocław,Tak,PLN 71.85,2,35.0,280,1,0.058,3.3,3,Nie dotyczy,C,urban,4.6,walk_in,97,0
MP01263,10-maj-2023,40,M,Warszawa,Nie,"PLN 1,272.91",4,357.5,18,3,0.458,3.9,2,Nie,D,rural,45.2,social_media,616,0
MP01264,22-cze-2024,39,M,Lublin,Nie,PLN 302.62,4,79.46,197,1,0.333,,3,Nie,A,urban,5.3,friend,207,0
MP01265,29-wrz-2022,48,M,Łódź,Nie,PLN 70.00,2,35.0,395,1,0.0,2.0,4,Tak,B,suburban,29.4,social_media,839,0
MP01266,23-lut-2022,50,M,Łódź,Tak,"PLN 2,925.93",7,455.54,10,4,0.152,4.4,3,Nie dotyczy,E,rural,60.0,social_media,1057,0
MP01267,15-mar-2022,40,M,Wrocław,Tak,"PLN 1,819.20",4,407.97,23,4,0.367,3.8,5,Tak,C,rural,29.7,friend,1037,0
MP01268,21-lut-2023,43,M,Poznań,Nie,"PLN 3,333.89",7,457.94,25,4,0.34,3.9,3,Nie dotyczy,C,suburban,8.0,,694,0
MP01269,10-lis-2024,33,M,Łódź,Nie,PLN 88.31,1,77.29,220,1,0.0,2.0,5,Tak,A,suburban,6.6,friend,66,1
MP01270,08-mar-2022,32,K,Szczecin,Nie,PLN 227.76,2,107.11,218,1,0.267,2.9,5,Tak,C,urban,2.4,walk_in,1044,1
MP01271,17-lut-2023,51,K,Szczecin,Nie,"PLN 2,126.98",6,399.09,16,3,0.284,3.7,3,Nie,D,urban,2.6,online_ad,698,0
MP01272,13-maj-2022,47,M,Poznań,Nie,"PLN 1,649.76",7,213.37,48,2,0.191,3.5,3,Tak,,rural,59.4,friend,978,0
MP01273,18-paź-2024,47,K,Warszawa,Nie,PLN 116.75,2,60.56,228,1,0.322,2.9,4,Tak,B,urban,9.3,online_ad,89,1
MP01274,15-sty-2024,45,M,Gdynia,Nie,"PLN 1,378.02",4,310.6,8,4,0.301,4.1,3,Nie,D,rural,26.5,online_ad,366,0
MP01275,18-kwi-2024,43,M,Wrocław,Tak,"PLN 3,372.75",7,429.95,5,4,0.338,4.1,2,Nie,E,urban,7.7,friend,272,0
MP01276,25-lut-2024,50,K,Wrocław,Nie,"PLN 1,790.92",6,269.36,20,2,0.256,3.2,3,Tak,C,urban,8.4,walk_in,325,0
MP01277,26-gru-2023,53,M,Wrocław,Tak,PLN 772.88,4,177.94,87,2,0.035,3.1,4,Nie,A,urban,4.1,friend,386,0
MP01278,30-kwi-2024,53,M,Łódź,Tak,PLN 72.43,2,35.0,150,1,0.025,1.9,6,Nie,D,suburban,26.8,walk_in,260,1
MP01279,23-sty-2022,41,M,Szczecin,Tak,"PLN 6,287.24",11,572.04,2,5,0.184,3.5,4,Tak,E,urban,9.9,friend,1088,0
MP01280,07-sie-2024,59,M,Warszawa,Tak,PLN 40.28,1,35.0,540,1,0.042,1.0,4,Nie,A,urban,9.7,social_media,161,0
MP01281,24-mar-2024,45,K,Katowice,Tak,PLN 468.08,2,229.05,53,1,0.319,2.0,3,Nie,,rural,52.1,online_ad,297,1
MP01282,24-mar-2024,50,M,Warszawa,Tak,"PLN 1,974.45",6,339.54,26,3,0.301,3.7,2,Nie dotyczy,C,suburban,14.3,walk_in,297,0
MP01283,16-mar-2023,45,M,Gdynia,Tak,"PLN 1,671.48",7,230.63,18,3,0.301,3.4,3,Nie,E,suburban,10.7,online_ad,671,0
MP01284,29-maj-2024,45,M,Gdańsk,Tak,"PLN 1,426.99",4,326.72,17,2,0.27,3.7,3,Nie,C,urban,9.9,social_media,231,0
MP01285,03-mar-2023,33,M,Warszawa,Tak,"PLN 4,529.31",10,415.93,5,4,0.546,4.1,3,Nie,A,urban,3.1,social_media,684,0
MP01286,08-mar-2022,50,M,Gdańsk,Tak,"PLN 1,313.97",4,359.75,8,1,0.25,3.9,2,Nie,C,suburban,16.0,social_media,1044,0
MP01287,22-wrz-2024,76,K,Łódź,Nie,PLN 76.05,2,35.0,136,1,,2.9,5,Nie,A,urban,3.0,walk_in,115,1
MP01288,25-wrz-2022,38,K,Gdynia,Nie,"PLN 2,148.17",5,407.18,21,3,0.426,4.1,3,Nie,C,urban,5.2,social_media,843,0
MP01289,05-maj-2022,43,M,Lublin,Tak,"PLN 2,017.80",5,415.03,15,3,0.183,4.1,5,Tak,A,rural,20.5,friend,986,0
MP01290,18-lis-2023,37,K,Poznań,Nie,PLN 83.21,1,89.09,169,1,0.258,3.2,5,Nie dotyczy,B,urban,8.2,online_ad,424,1
MP01291,24-wrz-2022,36,M,Wrocław,Nie,"PLN 1,391.09",4,312.07,61,2,0.136,3.8,4,Nie,A,rural,40.3,social_media,844,0
MP01292,30-lip-2024,61,M,Gdynia,Tak,"PLN 7,239.82",11,586.44,10,5,0.301,4.5,3,Nie,E,urban,4.5,friend,169,0
MP01293,09-maj-2023,34,M,Szczecin,Nie,"PLN 1,056.70",4,234.7,138,1,0.206,3.3,4,Nie,A,urban,3.9,friend,617,0
MP01294,19-sty-2022,36,M,Poznań,Tak,"PLN 8,698.13",12,809.55,1,6,0.633,4.6,1,Tak,D,urban,6.0,walk_in,1092,0
MP01295,08-lis-2024,23,K,Wrocław,Nie,PLN 35.00,1,35.0,540,1,,1.0,6,Nie,A,rural,54.0,,68,1
MP01296,25-lip-2023,33,K,Łódź,Nie,PLN 107.15,1,106.66,540,1,0.212,3.0,4,Nie,C,suburban,27.6,online_ad,540,1
MP01297,26-paź-2022,21,M,Bydgoszcz,Nie,PLN 197.92,4,44.17,134,1,0.059,,5,Tak,A,suburban,26.0,online_ad,812,0
MP01298,17-sty-2024,50,M,Gdańsk,Tak,"PLN 2,101.15",4,493.41,3,5,0.34,3.3,2,Tak,E,urban,4.7,social_media,364,0
MP01299,11-sie-2023,76,K,Katowice,Tak,PLN 70.00,2,35.0,199,1,,1.5,5,Nie,A,rural,56.7,online_ad,523,1
MP01300,16-lut-2022,38,M,Poznań,Nie,"PLN 3,793.89",9,416.15,6,5,0.531,3.7,3,Nie,E,suburban,18.2,friend,1064,0
MP01301,15-kwi-2024,22,M,Gdańsk,Nie,PLN 74.00,2,35.0,483,1,0.122,1.4,4,Nie,D,suburban,21.0,walk_in,275,1
MP01302,24-mar-2023,53,K,Wrocław,Nie,"PLN 1,857.38",5,350.51,63,1,0.04,3.2,3,Tak,C,suburban,21.9,social_media,663,0
MP01303,10-lut-2024,33,K,Lublin,Nie,PLN 320.03,2,141.05,110,1,0.179,2.1,7,Nie,B,suburban,15.0,friend,340,0
MP01304,09-wrz-2024,58,K,Wrocław,Nie,"PLN 3,567.51",10,319.52,4,3,0.227,3.7,3,Tak,A,suburban,17.2,,128,0
MP01305,06-lis-2023,39,M,Katowice,Tak,PLN 750.51,7,97.49,261,1,0.254,2.5,5,Nie,C,urban,7.1,walk_in,436,0
MP01306,11-sty-2024,34,M,Łódź,Nie,PLN 70.00,2,35.0,248,1,0.322,1.6,5,Nie,C,rural,30.4,social_media,370,0
MP01307,17-paź-2022,40,M,Bydgoszcz,Tak,"PLN 1,511.97",5,320.41,63,2,0.235,2.4,4,Nie,D,urban,7.6,friend,821,0
MP01308,28-wrz-2022,51,K,Katowice,Nie,"PLN 1,705.67",6,308.75,17,4,0.297,3.8,4,Nie dotyczy,D,rural,32.7,walk_in,840,0
MP01309,08-kwi-2023,39,M,Lublin,Nie,PLN 238.63,2,115.41,143,1,0.174,2.6,5,Tak,A,urban,6.1,social_media,648,0
MP01310,24-lip-2024,36,M,Łódź,Tak,"PLN 5,267.60",10,547.32,7,5,0.504,2.9,2,Nie,E,urban,8.5,friend,175,0
MP01311,04-sie-2023,40,M,Bydgoszcz,Tak,"PLN 4,644.88",10,443.36,3,4,0.249,3.4,3,Nie,B,urban,0.7,online_ad,530,0
MP01312,26-sty-2023,27,K,Kraków,Nie,PLN 462.45,2,218.3,70,4,0.32,3.6,3,Nie,E,suburban,11.0,walk_in,720,0
MP01313,06-maj-2024,47,K,Warszawa,Nie,"PLN 1,179.85",4,289.26,31,2,0.351,3.5,6,Nie,D,urban,5.8,walk_in,254,0
MP01314,25-lip-2024,21,K,Białystok,Tak,PLN 697.76,5,130.11,171,1,0.197,3.6,4,Nie dotyczy,,rural,20.3,walk_in,174,0
MP01315,16-wrz-2024,37,M,Białystok,Tak,PLN 938.72,5,197.47,95,2,0.281,3.1,4,Nie,C,suburban,10.1,friend,121,0
MP01316,04-gru-2022,51,K,Warszawa,Nie,"PLN 1,246.81",6,235.03,24,3,0.24,3.5,6,Tak,B,urban,7.6,social_media,773,0
MP01317,21-lut-2024,46,M,Gdynia,Nie,PLN 520.98,2,275.38,5,3,0.126,2.9,3,Tak,B,suburban,5.6,online_ad,329,0
