transaction_id,customer_id,transaction_date,store_id,product_category,amount,items_count,payment_method
T006213,MP01234,10-paź-2024,S01,Flooring,36.26,1,card
T006214,MP01234,12-lis-2024,S01,Flooring,62.18,1,cash
T006215,MP01235,21-gru-2023,S06,Paint,1105.21,9,mobile
T006216,MP01235,16-lut-2024,S08,Plumbing,527.07,6,card
T006217,MP01235,28-mar-2024,S06,Paint,49.79,1,card
T006218,MP01235,28-maj-2024,S06,Plumbing,75.59,1,mobile
T006219,MP01235,02-lip-2024,S06,Paint,68.94,1,card
T006220,MP01235,13-lip-2024,S06,Flooring,1234.88,17,card
T006221,MP01235,23-lip-2024,S06,Plumbing,119.97,1,online
T006222,MP01235,06-wrz-2024,S06,Flooring,537.3,5,cash
T006223,MP01235,07-sty-2025,S06,Flooring,614.5,11,mobile
T006224,MP01236,04-kwi-2023,S10,Building Materials,335.64,2,cash
T006225,MP01236,07-kwi-2023,S10,Building Materials,461.77,3,online
T006226,MP01236,07-paź-2023,S12,Building Materials,76.89,1,card
T006227,MP01236,03-paź-2024,S10,Building Materials,219.8,1,online
T006228,MP01237,16-mar-2022,S01,Lighting,106.63,1,card
T006229,MP01237,14-lip-2022,S01,Lighting,79.23,1,card
T006230,MP01237,01-gru-2022,S01,Lighting,87.57,1,card
T006231,MP01237,19-cze-2023,S01,Lighting,48.5,1,card
T006232,MP01237,03-lis-2023,S01,Lighting,371.23,3,online
T006233,MP01237,14-paź-2024,S01,Lighting,29.18,1,online
T006234,MP01238,10-cze-2022,S11,Flooring,130.03,1,card
T006235,MP01238,11-sie-2022,S11,Flooring,318.97,3,card
T006236,MP01238,31-lip-2023,S09,Flooring,449.86,8,online
T006237,MP01238,09-paź-2023,S11,Flooring,260.89,2,card
T006238,MP01238,12-mar-2024,S11,Flooring,87.72,1,card
T006239,MP01238,13-paź-2024,S11,Flooring,39.55,1,online
T006240,MP01239,15-lip-2023,S03,Flooring,665.56,6,online
T006241,MP01239,17-sty-2024,S03,Lighting,489.57,3,cash
T006242,MP01239,02-cze-2024,S03,Lighting,206.15,3,card
T006243,MP01239,31-sie-2024,S03,Flooring,507.03,3,online
T006244,MP01239,13-gru-2024,S08,Flooring,357.22,4,card
T006245,MP01240,01-cze-2023,S07,Garden,63.58,1,card
T006246,MP01240,20-mar-2024,S04,Garden,405.62,3,card
T006247,MP01240,16-cze-2024,S04,Garden,234.92,1,online
T006248,MP01240,21-lis-2024,S04,Garden,66.72,1,card
T006249,MP01241,25-lip-2023,S11,Electrical,35.15,1,card
T006250,MP01242,05-maj-2024,S11,Building Materials,28.94,1,cash
T006251,MP01242,05-maj-2024,S11,Building Materials,46.17,1,card
T006252,MP01243,22-lis-2024,S05,Garden,81.34,1,card
T006253,MP01244,11-gru-2023,S02,Building Materials,79.47,1,cash
T006254,MP01244,23-lut-2024,S06,Building Materials,405.1,2,online
T006255,MP01244,10-lip-2024,S02,Building Materials,488.76,4,card
T006256,MP01244,11-lip-2024,S03,Building Materials,121.5,1,card
T006257,MP01244,30-gru-2024,S02,Building Materials,442.83,6,card
T006258,MP01245,22-sie-2024,S01,Electrical,93.95,1,mobile
T006259,MP01245,30-sie-2024,S01,Electrical,52.1,1,card
T006260,MP01246,15-gru-2024,S03,Paint,87.43,1,online
T006261,MP01246,15-gru-2024,S02,Tools,453.74,3,mobile
T006262,MP01246,15-gru-2024,S02,Paint,253.12,3,online
T006263,MP01246,16-gru-2024,S02,Tools,32.61,1,card
T006264,MP01247,27-wrz-2024,S08,Plumbing,32.86,1,card
T006265,MP01247,20-gru-2024,S12,Tools,111.02,1,card
T006266,MP01248,08-cze-2023,S03,Tools,16.17,1,online
T006267,MP01248,28-cze-2023,S03,Tools,74.68,1,card
T006268,MP01248,01-lip-2023,S03,Tools,99.44,2,card
T006269,MP01248,25-lip-2023,S05,Tools,88.02,1,card
T006270,MP01249,13-lut-2023,S08,Tools,197.82,3,card
T006271,MP01249,13-paź-2023,S06,Paint,79.62,1,online
T006272,MP01249,31-gru-2023,S08,Tools,249.08,2,cash
T006273,MP01249,20-lut-2024,S08,Tools,138.98,1,online
T006274,MP01249,12-gru-2024,S08,Tools,105.78,3,card
T006275,MP01250,08-gru-2024,S02,Garden,44.5,1,card
T006276,MP01250,08-gru-2024,S02,Garden,28.57,1,card
T006277,MP01251,31-maj-2023,S04,Electrical,261.47,2,card
T006278,MP01251,01-lip-2023,S04,Tools,300.57,2,online
T006279,MP01251,20-sie-2023,S04,Electrical,564.47,5,cash
T006280,MP01251,16-wrz-2023,S10,Flooring,598.96,14,card
T006281,MP01251,01-sty-2024,S04,Flooring,153.38,1,card
T006282,MP01251,06-lut-2024,S04,Flooring,56.43,1,card
T006283,MP01251,09-lut-2024,S04,Flooring,630.11,9,card
T006284,MP01251,16-sie-2024,S03,Electrical,508.05,6,card
T006285,MP01251,05-paź-2024,S04,Tools,510.61,6,mobile
T006286,MP01251,10-sty-2025,S04,Tools,306.52,8,cash
T006287,MP01252,02-paź-2023,S03,Paint,95.63,2,online
T006288,MP01252,08-paź-2023,S03,Paint,25.94,1,card
T006289,MP01252,11-sty-2024,S03,Paint,119.69,1,cash
T006290,MP01252,30-paź-2024,S03,Paint,216.38,1,card
T006291,MP01253,23-kwi-2022,S12,Plumbing,42.52,1,mobile
T006292,MP01253,30-cze-2022,S05,Flooring,263.43,7,cash
T006293,MP01253,16-gru-2023,S04,Plumbing,159.35,1,cash
T006294,MP01253,18-mar-2024,S05,Flooring,376.71,8,card
T006295,MP01253,10-maj-2024,S05,Plumbing,109.01,1,online
T006296,MP01253,21-paź-2024,S05,Flooring,148.1,3,card
T006297,MP01254,22-maj-2024,S06,Plumbing,35.89,1,mobile
T006298,MP01255,26-gru-2023,S12,Flooring,203.69,1,card
T006299,MP01255,27-kwi-2024,S12,Flooring,179.35,1,card
T006300,MP01255,25-cze-2024,S12,Paint,814.03,8,online
T006301,MP01255,27-lip-2024,S12,Paint,599.05,9,card
T006302,MP01255,10-gru-2024,S12,Flooring,53.92,1,cash
T006303,MP01256,29-maj-2022,S11,Paint,654.21,10,mobile
T006304,MP01256,29-cze-2022,S11,Electrical,510.43,4,online
T006305,MP01256,25-lip-2023,S09,Building Materials,7.73,1,mobile
T006306,MP01256,21-sie-2023,S04,Paint,181.01,2,online
T006307,MP01256,23-mar-2024,S11,Building Materials,720.64,5,online
T006308,MP01256,20-kwi-2024,S11,Paint,710.36,12,mobile
T006309,MP01256,03-sty-2025,S10,Paint,250.96,1,online
T006310,MP01257,24-wrz-2022,S08,Garden,254.96,4,card
T006311,MP01257,13-gru-2022,S07,Building Materials,443.42,4,mobile
T006312,MP01257,04-sty-2023,S08,Flooring,251.97,3,card
T006313,MP01257,28-cze-2023,S08,Flooring,560.42,13,online
T006314,MP01257,25-lip-2023,S08,Garden,234.14,1,cash
T006315,MP01257,15-sty-2024,S08,Garden,156.55,1,card
T006316,MP01257,07-sty-2025,S08,Garden,185.9,1,card
T006317,MP01258,18-lut-2024,S01,Plumbing,102.12,1,card
T006318,MP01258,21-cze-2024,S08,Flooring,273.83,1,card
T006319,MP01258,13-lip-2024,S07,Plumbing,359.49,2,card
T006320,MP01258,21-paź-2024,S01,Plumbing,643.5,4,online
T006321,MP01258,28-gru-2024,S10,Flooring,262.5,1,online
T006322,MP01259,03-paź-2023,S11,Lighting,872.26,6,card
T006323,MP01259,06-lis-2023,S11,Building Materials,317.77,6,mobile
T006324,MP01259,03-gru-2023,S11,Building Materials,571.98,6,cash
T006325,MP01259,18-gru-2023,S11,Lighting,87.16,2,online
T006326,MP01259,10-sty-2024,S08,Building Materials,241.34,2,cash
T006327,MP01259,02-gru-2024,S11,Lighting,285.41,2,online
T006328,MP01260,07-cze-2024,S11,Flooring,46.83,1,card
T006329,MP01260,20-cze-2024,S11,Flooring,45.16,1,online
T006330,MP01260,21-cze-2024,S11,Electrical,15.73,1,online
T006331,MP01260,28-cze-2024,S11,Electrical,56.74,1,mobile
T006332,MP01261,01-sty-2023,S11,Lighting,224.79,2,card
T006333,MP01261,13-lis-2024,S11,Lighting,363.15,2,card
T006334,MP01262,10-paź-2024,S04,Paint,24.91,1,online
T006335,MP01262,11-paź-2024,S04,Paint,46.94,1,cash
T006336,MP01263,06-lip-2023,S01,Plumbing,346.76,5,online
T006337,MP01263,04-lut-2024,S01,Plumbing,208.28,2,online
T006338,MP01263,16-kwi-2024,S01,Tools,412.35,13,mobile
T006339,MP01263,28-gru-2024,S01,Plumbing,305.52,2,card
T006340,MP01264,25-cze-2024,S09,Building Materials,57.34,1,online
T006341,MP01264,27-cze-2024,S09,Building Materials,33.28,1,card
T006342,MP01264,01-lip-2024,S09,Building Materials,93.87,1,mobile
T006343,MP01264,02-lip-2024,S09,Building Materials,118.13,1,mobile
T006344,MP01265,12-gru-2022,S03,Lighting,24.15,1,cash
T006345,MP01265,17-gru-2023,S03,Lighting,45.85,1,mobile
T006346,MP01266,27-kwi-2022,S03,Garden,683.42,7,card
T006347,MP01266,08-gru-2022,S03,Building Materials,154.04,1,mobile
T006348,MP01266,12-lut-2023,S03,Electrical,195.19,3,online
T006349,MP01266,21-lut-2023,S03,Building Materials,678.78,7,online
T006350,MP01266,24-wrz-2023,S07,Tools,432.35,8,card
T006351,MP01266,14-lis-2023,S07,Building Materials,293.66,4,card
T006352,MP01266,05-sty-2025,S08,Building Materials,488.49,3,card
T006353,MP01267,21-sie-2022,S04,Tools,785.61,14,online
T006354,MP01267,24-wrz-2022,S04,Building Materials,133.71,1,mobile
T006355,MP01267,17-paź-2022,S04,Garden,246.06,3,cash
T006356,MP01267,23-gru-2024,S04,Garden,653.82,5,mobile
T006357,MP01268,09-cze-2023,S10,Tools,235.41,2,card
T006358,MP01268,21-sie-2023,S07,Garden,269.09,1,cash
T006359,MP01268,29-sie-2023,S05,Garden,137.77,2,cash
T006360,MP01268,21-mar-2024,S05,Tools,371.34,3,card
T006361,MP01268,15-maj-2024,S05,Garden,977.71,13,card
T006362,MP01268,18-maj-2024,S05,Tools,367.05,2,online
T006363,MP01268,21-gru-2024,S05,Flooring,975.52,20,card
T006364,MP01269,11-lis-2024,S03,Paint,88.31,1,card
T006365,MP01270,09-gru-2022,S07,Paint,188.06,1,online
T006366,MP01270,11-cze-2024,S07,Paint,39.7,1,card
T006367,MP01271,15-mar-2023,S07,Garden,281.19,6,cash
T006368,MP01271,31-maj-2023,S07,Plumbing,565.2,4,mobile
T006369,MP01271,15-sty-2024,S07,Flooring,149.81,3,cash
T006370,MP01271,05-maj-2024,S07,Flooring,59.06,1,card
T006371,MP01271,14-maj-2024,S07,Flooring,532.72,4,online
T006372,MP01271,30-gru-2024,S07,Flooring,539.0,6,card
T006373,MP01272,25-sty-2023,S05,Plumbing,244.89,2,card
T006374,MP01272,10-mar-2023,S12,Electrical,700.46,5,card
T006375,MP01272,19-kwi-2023,S05,Electrical,71.54,1,card
T006376,MP01272,25-lis-2023,S05,Plumbing,97.64,1,cash
T006377,MP01272,08-kwi-2024,S11,Plumbing,114.67,1,online
T006378,MP01272,16-kwi-2024,S03,Plumbing,187.13,1,card
T006379,MP01272,28-lis-2024,S05,Electrical,233.43,3,online
T006380,MP01273,18-paź-2024,S09,Building Materials,93.16,1,online
T006381,MP01273,19-paź-2024,S01,Building Materials,23.59,1,mobile
T006382,MP01274,17-lut-2024,S12,Garden,143.93,4,mobile
T006383,MP01274,14-lip-2024,S11,Garden,371.79,3,cash
T006384,MP01274,26-lip-2024,S12,Lighting,700.69,15,card
T006385,MP01274,07-sty-2025,S12,Tools,161.61,1,card
T006386,MP01275,12-maj-2024,S02,Tools,326.3,4,mobile
T006387,MP01275,18-lip-2024,S04,Tools,406.17,3,card
T006388,MP01275,18-lip-2024,S04,Garden,494.66,8,mobile
T006389,MP01275,19-wrz-2024,S04,Plumbing,1050.52,9,online
T006390,MP01275,24-paź-2024,S04,Paint,250.7,5,card
T006391,MP01275,08-gru-2024,S04,Garden,375.85,9,card
T006392,MP01275,10-sty-2025,S04,Paint,468.55,13,mobile
T006393,MP01276,11-mar-2024,S04,Lighting,517.4,10,card
T006394,MP01276,21-cze-2024,S11,Lighting,270.59,2,online
T006395,MP01276,29-cze-2024,S04,Lighting,288.55,4,cash
T006396,MP01276,12-lip-2024,S04,Plumbing,128.32,1,card
T006397,MP01276,26-sie-2024,S04,Plumbing,260.11,2,mobile
T006398,MP01276,26-gru-2024,S04,Plumbing,325.95,3,online
T006399,MP01277,12-lut-2024,S03,Building Materials,61.24,1,cash
T006400,MP01277,22-kwi-2024,S04,Building Materials,300.95,2,card
T006401,MP01277,31-maj-2024,S04,Electrical,295.76,4,online
T006402,MP01277,20-paź-2024,S04,Building Materials,114.93,2,card
T006403,MP01278,09-cze-2024,S03,Building Materials,64.16,1,card
T006404,MP01278,18-sie-2024,S03,Building Materials,8.27,1,cash
T006405,MP01279,16-maj-2022,S10,Electrical,1574.67,14,card
T006406,MP01279,19-paź-2022,S07,Tools,86.18,1,mobile
T006407,MP01279,05-gru-2022,S07,Electrical,1143.59,8,card
T006408,MP01279,07-gru-2022,S07,Tools,407.41,5,card
T006409,MP01279,03-sty-2023,S12,Electrical,155.0,1,card
T006410,MP01279,18-paź-2023,S07,Paint,357.44,2,mobile
T006411,MP01279,01-lis-2023,S07,Flooring,167.07,2,cash
T006412,MP01279,10-sty-2024,S07,Electrical,502.05,3,card
T006413,MP01279,13-lut-2024,S07,Flooring,332.07,3,card
T006414,MP01279,21-wrz-2024,S07,Tools,990.03,11,online
T006415,MP01279,13-sty-2025,S01,Tools,571.73,4,online
T006416,MP01280,08-sie-2024,S01,Paint,40.28,1,online
T006417,MP01281,03-lip-2024,S11,Tools,228.69,4,card
T006418,MP01281,23-lis-2024,S11,Tools,239.39,1,online
T006419,MP01282,09-maj-2024,S01,Garden,330.03,2,card
T006420,MP01282,13-maj-2024,S03,Plumbing,153.53,2,card
T006421,MP01282,23-cze-2024,S01,Paint,593.45,5,card
T006422,MP01282,15-lip-2024,S01,Plumbing,52.73,1,online
T006423,MP01282,27-wrz-2024,S01,Garden,542.28,5,cash
T006424,MP01282,20-gru-2024,S01,Garden,302.43,2,card
T006425,MP01283,29-mar-2023,S05,Flooring,412.07,5,online
T006426,MP01283,03-maj-2023,S12,Flooring,637.68,4,online
T006427,MP01283,11-sie-2023,S04,Lighting,68.04,1,mobile
T006428,MP01283,02-paź-2023,S12,Flooring,260.94,2,card
T006429,MP01283,21-paź-2023,S12,Flooring,135.51,1,mobile
T006430,MP01283,07-sie-2024,S12,Lighting,93.8,1,online
T006431,MP01283,28-gru-2024,S12,Flooring,63.44,1,mobile
T006432,MP01284,30-maj-2024,S06,Lighting,315.47,5,card
T006433,MP01284,15-cze-2024,S10,Building Materials,394.7,3,card
T006434,MP01284,17-cze-2024,S08,Lighting,511.04,3,online
T006435,MP01284,29-gru-2024,S06,Building Materials,205.78,1,cash
T006436,MP01285,09-maj-2023,S01,Paint,205.48,1,card
T006437,MP01285,12-cze-2023,S04,Tools,954.42,10,card
T006438,MP01285,22-cze-2023,S01,Building Materials,27.85,1,card
T006439,MP01285,23-wrz-2023,S01,Building Materials,809.0,9,card
T006440,MP01285,17-paź-2023,S01,Paint,342.51,3,online
T006441,MP01285,09-sty-2024,S06,Tools,1246.04,20,card
T006442,MP01285,13-sty-2024,S06,Lighting,518.34,4,online
T006443,MP01285,31-mar-2024,S01,Building Materials,7.65,1,card
T006444,MP01285,26-sie-2024,S01,Lighting,175.85,3,online
T006445,MP01285,10-sty-2025,S01,Building Materials,242.17,1,card
T006446,MP01286,05-sty-2023,S04,Lighting,191.37,1,cash
T006447,MP01286,12-gru-2023,S09,Lighting,251.77,2,card
T006448,MP01286,13-kwi-2024,S05,Lighting,607.55,6,mobile
T006449,MP01286,07-sty-2025,S06,Lighting,263.28,5,card
T006450,MP01287,22-wrz-2024,S03,Building Materials,26.42,1,card
T006451,MP01287,23-wrz-2024,S11,Building Materials,49.63,1,card
T006452,MP01288,27-wrz-2022,S12,Paint,167.36,1,card
T006453,MP01288,19-gru-2023,S12,Paint,1108.38,8,card
T006454,MP01288,30-sty-2024,S12,Flooring,147.94,1,cash
T006455,MP01288,12-kwi-2024,S02,Tools,521.37,14,mobile
T006456,MP01288,25-gru-2024,S06,Tools,203.12,3,mobile
T006457,MP01289,20-sty-2023,S12,Paint,403.83,3,online
T006458,MP01289,19-mar-2023,S11,Flooring,398.41,3,mobile
T006459,MP01289,08-sty-2024,S09,Paint,242.6,2,card
T006460,MP01289,04-lis-2024,S09,Electrical,670.03,5,card
T006461,MP01289,31-gru-2024,S09,Electrical,302.93,7,card
T006462,MP01290,30-lip-2024,S05,Lighting,83.21,1,card
T006463,MP01291,16-gru-2022,S04,Flooring,528.53,5,card
T006464,MP01291,20-mar-2023,S04,Tools,243.55,5,card
T006465,MP01291,27-sty-2024,S04,Tools,367.74,3,card
T006466,MP01291,15-lis-2024,S04,Tools,251.27,5,card
T006467,MP01292,07-sie-2024,S12,Lighting,395.27,3,card
T006468,MP01292,14-sie-2024,S12,Tools,388.0,2,mobile
T006469,MP01292,15-sie-2024,S12,Flooring,441.42,7,mobile
T006470,MP01292,23-sie-2024,S12,Lighting,644.06,5,cash
T006471,MP01292,28-sie-2024,S04,Lighting,650.59,6,online
T006472,MP01292,16-wrz-2024,S02,Electrical,301.94,6,card
T006473,MP01292,18-wrz-2024,S12,Flooring,740.1,5,cash
T006474,MP01292,20-wrz-2024,S12,Lighting,521.7,3,mobile
T006475,MP01292,24-paź-2024,S12,Electrical,1237.2,16,card
T006476,MP01292,24-lis-2024,S12,Flooring,1318.17,9,online
T006477,MP01292,05-sty-2025,S12,Tools,601.37,8,card
T006478,MP01293,22-cze-2023,S07,Electrical,183.65,2,card
T006479,MP01293,28-lip-2023,S07,Electrical,456.4,3,mobile
T006480,MP01293,31-maj-2024,S08,Electrical,136.62,1,card
T006481,MP01293,30-sie-2024,S08,Electrical,280.03,2,card
T006482,MP01294,19-kwi-2022,S05,Tools,957.55,16,online
T006483,MP01294,28-cze-2022,S05,Lighting,718.22,12,mobile
T006484,MP01294,02-lip-2022,S05,Plumbing,210.34,3,mobile
T006485,MP01294,20-lip-2022,S05,Building Materials,187.18,1,card
T006486,MP01294,12-sie-2022,S05,Paint,312.57,3,card
T006487,MP01294,22-sie-2022,S05,Lighting,133.92,1,card
T006488,MP01294,15-wrz-2022,S05,Plumbing,1671.43,20,card
T006489,MP01294,23-mar-2023,S05,Building Materials,824.89,9,online
T006490,MP01294,28-maj-2023,S05,Plumbing,315.03,5,card
T006491,MP01294,26-lis-2023,S05,Building Materials,2583.45,18,card
T006492,MP01294,29-maj-2024,S07,Garden,381.13,5,card
T006493,MP01294,14-sty-2025,S03,Tools,402.42,7,online
T006494,MP01295,09-lis-2024,S04,Tools,35.0,1,card
T006495,MP01296,26-lip-2023,S03,Garden,107.15,1,card
T006496,MP01297,18-gru-2023,S08,Electrical,25.78,1,card
T006497,MP01297,14-lip-2024,S08,Electrical,69.1,1,cash
T006498,MP01297,17-lip-2024,S08,Electrical,17.76,1,mobile
T006499,MP01297,03-wrz-2024,S11,Electrical,85.28,1,card
T006500,MP01298,21-sty-2024,S06,Lighting,405.49,5,card
T006501,MP01298,28-cze-2024,S06,Paint,573.1,11,card
T006502,MP01298,14-lip-2024,S06,Plumbing,967.22,6,card
T006503,MP01298,12-sty-2025,S06,Flooring,155.34,1,card
T006504,MP01299,14-gru-2023,S11,Electrical,51.95,1,card
T006505,MP01299,30-cze-2024,S08,Electrical,18.05,1,card
T006506,MP01300,21-cze-2022,S03,Tools,437.86,4,cash
T006507,MP01300,19-sie-2022,S05,Garden,412.35,2,card
T006508,MP01300,23-cze-2023,S05,Plumbing,370.57,6,mobile
T006509,MP01300,12-wrz-2023,S05,Lighting,714.5,5,mobile
T006510,MP01300,25-wrz-2023,S07,Lighting,197.07,5,card
T006511,MP01300,11-cze-2024,S05,Flooring,797.67,12,online
T006512,MP01300,19-cze-2024,S05,Lighting,408.94,2,cash
T006513,MP01300,26-cze-2024,S05,Garden,132.14,1,cash
T006514,MP01300,09-sty-2025,S05,Garden,322.79,6,cash
T006515,MP01301,16-kwi-2024,S06,Flooring,27.08,1,online
T006516,MP01301,16-kwi-2024,S06,Flooring,46.92,1,mobile
T006517,MP01302,26-mar-2023,S04,Flooring,166.03,1,online
T006518,MP01302,17-paź-2023,S04,Flooring,581.17,9,online
T006519,MP01302,02-sty-2024,S04,Flooring,683.42,6,card
T006520,MP01302,08-mar-2024,S01,Flooring,48.76,1,online
T006521,MP01302,13-lis-2024,S04,Flooring,378.0,2,online
T006522,MP01303,21-kwi-2024,S09,Lighting,222.61,2,card
T006523,MP01303,27-wrz-2024,S09,Lighting,97.42,1,card
T006524,MP01304,23-wrz-2024,S06,Plumbing,742.89,5,online
T006525,MP01304,29-wrz-2024,S04,Plumbing,378.13,6,mobile
T006526,MP01304,02-paź-2024,S04,Plumbing,304.2,5,card
T006527,MP01304,03-paź-2024,S11,Plumbing,19.35,1,online
T006528,MP01304,20-paź-2024,S04,Lighting,160.08,2,card
T006529,MP01304,06-lis-2024,S10,Electrical,162.62,4,online
T006530,MP01304,25-lis-2024,S04,Lighting,497.09,8,card
T006531,MP01304,30-lis-2024,S04,Plumbing,274.46,2,card
T006532,MP01304,31-gru-2024,S04,Electrical,38.07,1,card
T006533,MP01304,11-sty-2025,S04,Lighting,990.62,12,card
T006534,MP01305,31-gru-2023,S11,Building Materials,48.73,1,card
T006535,MP01305,31-sty-2024,S11,Building Materials,194.79,3,card
T006536,MP01305,24-lut-2024,S11,Building Materials,36.66,1,online
T006537,MP01305,01-mar-2024,S11,Building Materials,45.26,1,card
T006538,MP01305,10-mar-2024,S11,Building Materials,115.75,1,cash
T006539,MP01305,21-mar-2024,S11,Building Materials,185.4,1,card
T006540,MP01305,29-kwi-2024,S11,Building Materials,123.92,1,cash
T006541,MP01306,10-lut-2024,S03,Plumbing,38.2,1,mobile
T006542,MP01306,12-maj-2024,S03,Plumbing,31.8,1,mobile
T006543,MP01307,05-lut-2023,S08,Lighting,133.45,1,mobile
T006544,MP01307,19-lut-2023,S08,Flooring,150.63,1,mobile
T006545,MP01307,13-lip-2023,S08,Lighting,121.57,1,card
T006546,MP01307,19-wrz-2023,S08,Flooring,846.4,20,card
T006547,MP01307,13-lis-2024,S08,Lighting,259.92,2,card
T006548,MP01308,27-lis-2022,S11,Flooring,156.08,1,mobile
T006549,MP01308,02-cze-2023,S11,Garden,198.92,1,cash
T006550,MP01308,16-wrz-2023,S11,Building Materials,368.38,2,mobile
T006551,MP01308,20-mar-2024,S12,Flooring,261.12,8,card
T006552,MP01308,04-lip-2024,S11,Building Materials,202.96,1,online
T006553,MP01308,29-gru-2024,S11,Garden,518.21,6,card
T006554,MP01309,24-maj-2023,S09,Flooring,72.59,1,card
T006555,MP01309,25-sie-2024,S08,Flooring,166.04,1,mobile
T006556,MP01310,19-wrz-2024,S01,Plumbing,406.62,3,card
T006557,MP01310,19-paź-2024,S03,Flooring,227.55,2,online
T006558,MP01310,25-paź-2024,S12,Garden,868.92,8,online
T006559,MP01310,04-lis-2024,S03,Flooring,1648.47,20,card
T006560,MP01310,08-lis-2024,S03,Flooring,422.7,5,card
T006561,MP01310,25-lis-2024,S05,Flooring,404.1,2,card
T006562,MP01310,20-gru-2024,S03,Plumbing,298.58,5,online
T006563,MP01310,24-gru-2024,S05,Electrical,125.61,1,cash
T006564,MP01310,02-sty-2025,S03,Flooring,529.73,9,card
T006565,MP01310,08-sty-2025,S03,Plumbing,335.32,6,card
T006566,MP01311,21-sie-2023,S08,Tools,520.66,6,cash
T006567,MP01311,09-lis-2023,S08,Plumbing,1109.61,11,online
T006568,MP01311,21-lis-2023,S08,Tools,17.2,1,card
T006569,MP01311,17-lut-2024,S01,Tools,86.79,1,card
T006570,MP01311,15-mar-2024,S08,Paint,45.01,1,mobile
T006571,MP01311,17-maj-2024,S08,Paint,708.42,7,mobile
T006572,MP01311,09-lip-2024,S08,Building Materials,925.93,6,card
T006573,MP01311,21-sie-2024,S08,Tools,301.01,2,online
T006574,MP01311,03-wrz-2024,S09,Paint,712.79,12,online
T006575,MP01311,12-sty-2025,S02,Paint,217.46,1,card
T006576,MP01312,26-mar-2023,S02,Tools,191.99,5,online
T006577,MP01312,06-lis-2024,S02,Tools,270.46,8,cash
T006578,MP01313,21-maj-2024,S09,Flooring,175.8,1,card
T006579,MP01313,07-cze-2024,S01,Flooring,239.91,3,card
T006580,MP01313,02-wrz-2024,S01,Lighting,635.82,7,cash
T006581,MP01313,15-gru-2024,S11,Lighting,128.32,3,online
T006582,MP01314,25-lip-2024,S10,Plumbing,37.55,1,card
T006583,MP01314,25-lip-2024,S10,Plumbing,149.97,1,card
T006584,MP01314,26-lip-2024,S10,Plumbing,259.32,2,card
T006585,MP01314,27-lip-2024,S10,Plumbing,192.02,3,mobile
T006586,MP01314,28-lip-2024,S11,Plumbing,58.9,1,card
T006587,MP01315,20-wrz-2024,S10,Garden,82.73,1,online
T006588,MP01315,20-wrz-2024,S10,Garden,182.15,2,cash
T006589,MP01315,03-paź-2024,S10,Garden,167.55,2,card
T006590,MP01315,07-paź-2024,S10,Garden,73.9,1,cash
T006591,MP01315,12-paź-2024,S10,Tools,432.39,8,online
T006592,MP01316,05-lut-2023,S01,Garden,137.61,1,card
T006593,MP01316,04-sie-2023,S08,Electrical,114.05,1,mobile
T006594,MP01316,25-sie-2023,S01,Electrical,270.62,2,cash
T006595,MP01316,28-lut-2024,S01,Tools,278.93,4,online
T006596,MP01316,06-maj-2024,S01,Electrical,316.8,5,online
T006597,MP01316,22-gru-2024,S01,Garden,128.8,1,card
T006598,MP01317,10-lip-2024,S11,Electrical,203.38,1,card
T006599,MP01317,10-sty-2025,S08,Paint,317.6,2,card
T006600,MP01318,25-lis-2023,S04,Building Materials,51.67,1,card
T006601,MP01318,20-mar-2024,S04,Building Materials,226.36,2,card
T006602,MP01318,16-sie-2024,S04,Building Materials,29.01,1,cash
T006603,MP01318,12-paź-2024,S04,Building Materials,101.48,1,cash
T006604,MP01319,03-sie-2023,S10,Plumbing,496.67,7,mobile
T006605,MP01319,09-sie-2023,S11,Plumbing,196.96,4,mobile
T006606,MP01319,25-lis-2023,S11,Plumbing,52.88,1,card
T006607,MP01319,25-mar-2024,S11,Plumbing,91.83,1,mobile
T006608,MP01319,23-lip-2024,S11,Plumbing,141.11,1,card
T006609,MP01320,28-sie-2023,S09,Building Materials,792.49,7,card
T006610,MP01320,31-sie-2023,S09,Electrical,484.52,3,online
T006611,MP01320,15-paź-2023,S09,Tools,291.25,7,card
T006612,MP01320,14-gru-2023,S09,Building Materials,730.07,8,card
T006613,MP01320,04-sty-2024,S09,Lighting,309.6,8,mobile
T006614,MP01320,14-sty-2024,S09,Electrical,238.01,1,card
T006615,MP01320,06-gru-2024,S09,Electrical,140.77,4,mobile
T006616,MP01321,17-lip-2023,S11,Paint,218.61,1,online
T006617,MP01321,30-sty-2024,S11,Paint,133.9,1,online
T006618,MP01321,14-mar-2024,S11,Paint,381.83,4,cash
T006619,MP01321,04-gru-2024,S01,Paint,119.26,2,online
T006620,MP01322,01-maj-2023,S10,Flooring,10.74,1,card
T006621,MP01322,16-maj-2023,S10,Flooring,16.69,1,card
T006622,MP01322,30-lip-2023,S10,Flooring,272.49,2,cash
T006623,MP01322,13-lis-2023,S10,Flooring,149.04,1,card
T006624,MP01323,24-sty-2024,S12,Plumbing,98.7,2,card
T006625,MP01323,24-mar-2024,S12,Plumbing,75.81,1,card
T006626,MP01323,12-sie-2024,S12,Plumbing,181.07,2,online
T006627,MP01323,04-sty-2025,S12,Garden,466.85,12,mobile
T006628,MP01324,19-paź-2024,S06,Flooring,897.42,11,cash
